id,label
8623,0.9508084058761597
6601,0.760818362236023
3546,0.9917153716087341
3439,0.9489572048187256
7587,0.9612852931022644
5767,7.563675899291411e-05
7023,0.14385896921157837
12106,0.03644515573978424
10780,0.012013744562864304
6906,0.9867703914642334
964,0.048817746341228485
11778,0.9357131123542786
9978,0.8563759922981262
3094,0.983583390712738
3159,0.33989274501800537
10048,0.9998308420181274
10006,0.24418629705905914
11659,0.5854179859161377
10344,0.8781114816665649
6460,0.9660282731056213
10670,0.6487715244293213
3341,0.6796591281890869
2458,0.6383614540100098
5486,0.28535979986190796
10273,0.3961665630340576
4909,0.8779885172843933
3078,0.9268725514411926
9235,0.029502350836992264
9465,0.8390424251556396
3257,0.6599557399749756
11903,0.2875967025756836
1757,0.16606511175632477
11374,0.21846866607666016
380,0.9214016199111938
10478,0.9992817044258118
7206,0.9983298182487488
5821,0.9844560623168945
9389,0.04068541154265404
2839,0.04809156432747841
8135,0.13785719871520996
1934,0.09479784965515137
8324,0.9907094240188599
10871,0.00510798767209053
11044,0.8776731491088867
5100,0.9904636144638062
12107,0.9946359992027283
4930,0.5196419358253479
7241,1.7855300029623322e-05
4561,0.6935679316520691
12069,0.00012348803284112364
2466,0.989152193069458
9693,0.0030309977009892464
7322,0.3449651896953583
7823,0.30190491676330566
6314,0.01881599985063076
8614,0.15991488099098206
7451,0.011431129649281502
5735,0.9985051155090332
12283,0.2276918739080429
7187,0.0001754649420036003
2117,0.14539311826229095
4180,0.8600040674209595
5138,0.0002230381651315838
3201,0.17578017711639404
10217,0.9753957390785217
10684,0.9990788698196411
10155,0.4102559983730316
3087,0.5029563903808594
8384,0.9467324614524841
5929,0.8020477890968323
12268,0.6910001039505005
11318,0.13393619656562805
821,0.5688496232032776
8648,0.9997788071632385
12442,0.07399066537618637
9063,0.9979645013809204
11526,0.003278685500845313
7767,0.006304158363491297
7705,0.2871348559856415
2945,0.9983412027359009
2443,0.21441331505775452
1431,0.9924323558807373
10674,0.0007188959280028939
10941,0.15836720168590546
6997,0.9228184819221497
2331,0.8626262545585632
2275,0.13855011761188507
10109,0.05860156565904617
9223,0.6989715695381165
1224,0.976214587688446
12154,0.010911242105066776
10787,0.9965198040008545
7217,0.5139316320419312
4454,0.9114996790885925
7425,0.6771830320358276
10010,0.9981623291969299
6741,0.5034763813018799
9963,0.00692607881501317
3117,0.9802771210670471
6984,0.9995527863502502
1472,0.5044847130775452
4537,0.8600518107414246
6578,0.0017881494713947177
9048,0.0748061090707779
8603,0.7106783390045166
4558,0.9664580225944519
4539,0.9448549151420593
9495,0.9736840128898621
12159,0.028659332543611526
4981,0.4927460849285126
3553,0.845302939414978
8999,0.3868231475353241
8019,0.9609200358390808
10557,0.1519874483346939
7218,0.9989705085754395
498,0.9733798503875732
10398,0.0013380585005506873
8002,0.03857050836086273
5341,0.6007466912269592
9154,0.16401846706867218
1379,0.12951205670833588
11406,0.8733822107315063
1411,0.29825490713119507
11096,0.711047887802124
262,0.9688763618469238
8647,0.023920640349388123
1336,0.0009662045631557703
11944,0.9994879961013794
12209,0.004616273567080498
6891,0.0012322254478931427
12429,0.40135228633880615
11060,0.10734578222036362
8921,0.3563013970851898
12293,0.10416436940431595
873,0.5688100457191467
5653,0.9969390630722046
8560,0.9861655235290527
5496,0.9707056283950806
1161,0.6059145331382751
5655,0.9961434602737427
8415,0.9970285296440125
4311,0.5926052927970886
5176,0.9982385635375977
7852,0.10164882242679596
10925,0.9628885388374329
7258,0.13949455320835114
11314,0.9930972456932068
2781,0.622793436050415
10212,0.02702336572110653
11279,0.9907618165016174
10226,0.01518846396356821
9305,0.1378394514322281
10432,0.979840874671936
6469,0.9743655323982239
7284,0.03250378742814064
619,0.5672573447227478
4756,0.8098198771476746
5782,0.8970697522163391
7283,0.9876837134361267
9721,0.0063843633979558945
6232,0.9739713668823242
5158,0.930708110332489
2860,0.5363210439682007
12389,0.13172435760498047
3707,0.9177588820457458
4784,0.42060530185699463
5547,0.148813396692276
10442,0.9729922413825989
6817,0.0024410297628492117
7838,0.9865165948867798
1778,0.07842016965150833
5335,0.2243916094303131
8005,0.971461296081543
273,0.9935732483863831
4605,0.18465958535671234
10370,0.8562433123588562
3295,0.03355994075536728
10793,0.02362324856221676
4979,0.8484112620353699
1724,0.05882684513926506
810,0.9943813681602478
3398,0.13782957196235657
2719,0.9951251149177551
6330,0.562477707862854
3196,0.9901822209358215
5384,0.3421918749809265
4513,0.1644214689731598
6559,0.8498297333717346
5549,0.0010603736154735088
12101,0.1332983821630478
5039,0.9241530895233154
4387,0.2538304030895233
1039,0.00018497831479180604
6128,0.9135567545890808
6937,0.050932496786117554
885,0.853456437587738
3983,0.00122781319078058
10462,0.3296959400177002
2873,0.0028869675006717443
3150,0.9173492193222046
632,0.9730874300003052
3909,0.9899292588233948
97,0.6703358888626099
2751,0.9880537390708923
1782,0.9984110593795776
5880,0.4346848130226135
12437,0.09487216174602509
8076,0.7154278755187988
4375,0.9059789776802063
9781,0.2516639232635498
549,0.9231064319610596
7275,0.9902376532554626
957,0.10207672417163849
469,0.004365056753158569
8822,0.25284042954444885
2314,0.39502617716789246
6915,0.000963376194704324
6215,0.8167116045951843
4423,0.7487607598304749
1038,0.9743458032608032
5315,0.9985005855560303
1753,0.09936485439538956
8234,0.9607114791870117
9834,0.013602563180029392
8316,0.9917946457862854
10143,0.9601825475692749
3379,0.9582875967025757
8610,0.998256504535675
11470,0.889244794845581
6399,0.973533034324646
968,0.7068039178848267
7915,0.12185695767402649
11863,0.031704727560281754
7340,0.9625500440597534
10754,0.12347829341888428
10769,0.9984719157218933
11698,0.19727416336536407
8367,0.006891941651701927
5930,0.9992672801017761
4325,0.9667414426803589
11616,0.7848568558692932
8694,0.2738886773586273
3452,0.407870352268219
2241,0.9999027252197266
9384,0.29638296365737915
6437,0.1471194326877594
655,0.591249942779541
3153,0.16793252527713776
12359,0.9843990802764893
3628,0.25373801589012146
8232,0.5982468128204346
4693,0.7113295197486877
2798,0.9687754511833191
3646,0.9811723828315735
2225,0.8690856099128723
4983,0.0005192236858420074
4609,0.0005979337147437036
8433,0.9981714487075806
7120,0.9264909029006958
4306,0.6160917282104492
301,0.5486272573471069
2024,8.103645814117044e-05
11747,9.354593203170225e-06
10906,0.38535788655281067
8374,0.2574402093887329
9088,0.6202383041381836
6138,0.004094288684427738
579,0.017910843715071678
11591,0.7979719042778015
1520,0.32401275634765625
6945,0.9965956807136536
8471,0.9002159237861633
7681,0.9299469590187073
2049,0.003332688007503748
8280,0.9713124632835388
8967,0.4778592884540558
1780,0.3870575726032257
777,0.9814421534538269
224,0.0010765340412035584
8607,0.33419564366340637
6762,0.0003837230324279517
4012,0.0034622272942215204
4110,0.9539046883583069
7550,0.9862694144248962
4218,0.49133580923080444
2610,0.08542642742395401
2332,0.030292047187685966
4381,0.8629037737846375
10180,0.007219655439257622
258,0.9251824617385864
2018,0.0005081151030026376
8723,0.09134891629219055
4396,0.9804857969284058
4865,0.9006524682044983
6784,0.052449122071266174
8437,0.005924754776060581
1470,0.98347407579422
39,0.958834171295166
127,0.6455392241477966
10918,0.09454061090946198
4775,0.6074927449226379
1491,0.63712477684021
8709,0.005934232845902443
4315,0.6907890439033508
1478,6.267406206461601e-06
9569,0.9977201819419861
883,0.16182930767536163
4690,0.0007508053095079958
2118,0.010472157970070839
5313,0.0031848244834691286
12499,0.859967827796936
3013,0.5417883396148682
7995,0.9261979460716248
11409,0.009267221204936504
5522,0.9787546992301941
9504,0.9630352258682251
2291,0.6417103409767151
5638,0.14402058720588684
2910,0.4877204895019531
6699,0.9831242561340332
1240,0.11705859750509262
3587,0.9818265438079834
6537,0.09934057295322418
3539,0.7434524893760681
9283,0.6422980427742004
6200,0.9098004698753357
7136,0.5989315509796143
4502,0.9713989496231079
4991,0.0007413345738314092
6150,0.019178496673703194
8082,0.990662157535553
6807,0.7122425436973572
4879,0.9201332330703735
4373,0.002176361856982112
349,0.786315381526947
11963,0.1528409868478775
8581,0.9693701863288879
2031,0.6458426713943481
459,0.10462513566017151
8703,0.9737711548805237
795,0.4350457787513733
4556,0.0005374735919758677
9357,0.7524545192718506
10567,0.9992703795433044
4952,0.720248818397522
2702,0.7033906579017639
9255,0.999789297580719
732,0.5448576807975769
7607,0.01658925786614418
7225,0.8974149823188782
9038,0.9631935954093933
10634,0.06942906230688095
4069,0.8194265365600586
4009,0.0045852456241846085
10590,0.004308068193495274
11793,0.23718293011188507
10886,5.671125472872518e-05
8034,0.0027895972598344088
10631,0.0818844810128212
5330,0.13839387893676758
3405,0.7397440075874329
7559,0.8375425934791565
7523,0.9989407658576965
2375,0.12425130605697632
7635,0.7077398896217346
9418,0.4554046094417572
8894,0.003753555240109563
146,0.98261559009552
9743,0.8063347935676575
11171,0.3235270082950592
4818,0.7450629472732544
588,0.0417240746319294
1776,0.9976516366004944
1029,0.15275096893310547
4449,0.01119289267808199
12302,0.5573362112045288
11855,0.8514508605003357
4486,0.8677924871444702
5314,0.9911794066429138
11391,0.9354939460754395
12215,0.007372791413217783
1869,0.09748460352420807
9921,0.9352661371231079
8344,0.7774693965911865
1813,0.9842983484268188
772,0.8201087713241577
10821,0.9607498049736023
8270,0.35343196988105774
4760,0.0026271233800798655
6678,0.008206328377127647
5402,0.9971832633018494
10256,0.44197267293930054
10506,0.004124330822378397
11196,0.00039488455513492227
10126,0.051708023995161057
4907,0.007661998271942139
10651,0.8884991407394409
6141,0.8378528356552124
2779,0.9707812070846558
6392,0.20672066509723663
11182,0.9980453252792358
8251,0.8864026665687561
112,0.552887499332428
12482,0.0007331951055675745
8197,0.9641249179840088
10178,0.30746352672576904
3981,0.9998438358306885
6394,0.9944369792938232
2547,0.9541847109794617
8354,0.00010238592949463055
10659,0.9906067848205566
3906,0.6606103181838989
6139,0.9157775044441223
2155,0.3563114404678345
10890,0.8514429330825806
3051,0.9999089241027832
2573,0.76896733045578
8634,0.5921747088432312
6102,0.05954253301024437
11498,0.01966492086648941
8100,0.026129737496376038
1497,0.9998983144760132
906,0.0006656518671661615
4560,0.24891602993011475
8507,0.23105430603027344
10801,0.9052613377571106
11604,0.992375910282135
9067,0.9986730813980103
834,0.8068825006484985
1807,0.8936278820037842
7678,0.9859123826026917
10630,0.0019075250020250678
5946,0.3937075734138489
5982,0.0013636176008731127
4316,0.5863155722618103
10859,0.8933005928993225
1269,0.5117650628089905
6069,0.021067487075924873
9551,0.95907062292099
4234,0.9585478901863098
10987,0.14712844789028168
9820,0.0003363183350302279
9153,0.8495801091194153
1658,0.9860910177230835
8895,0.0074337855912745
12084,0.7618963122367859
6676,0.9714555740356445
11251,0.8172693848609924
391,0.0029536811634898186
1705,0.9998658895492554
12315,0.7548872828483582
2247,0.8577933311462402
6341,0.5510808825492859
6040,0.9777025580406189
2251,0.771406888961792
3964,0.0004113021423108876
3205,0.2380681335926056
1088,0.012694008648395538
4877,0.0006494087865576148
2456,0.4944237172603607
5069,0.9130364060401917
12308,0.11479821801185608
76,0.1790224015712738
1175,0.9975100755691528
2722,0.9535783529281616
7567,0.9261388182640076
3000,0.8419674038887024
11148,0.9907228350639343
7563,0.05092727765440941
8644,0.5150175094604492
8667,0.22066538035869598
757,0.995444655418396
10389,0.9529517889022827
2310,0.983744204044342
7079,0.9979479908943176
8520,0.00013742249575443566
10665,0.05195673182606697
10153,0.9235574007034302
7599,0.38053035736083984
2574,0.007488582283258438
5248,0.015991924330592155
11878,0.9924694895744324
9086,0.5215692520141602
5832,0.7902807593345642
7057,0.15649452805519104
10110,0.999976634979248
7996,0.007274916861206293
1402,0.9818726181983948
3364,0.9745391607284546
2912,0.9839659929275513
6865,0.011817101389169693
2939,0.860977828502655
9751,0.9996362924575806
9750,0.000878343649674207
10188,0.27681776881217957
10342,0.9761759638786316
5193,0.5974618196487427
6962,0.9446678757667542
4478,0.956169843673706
5551,0.9967356324195862
5996,0.1924305111169815
7334,0.9876618385314941
5603,0.9895304441452026
6511,0.6309670805931091
2646,0.6151800155639648
4535,0.9119942784309387
9568,0.2589692771434784
9907,0.006497524678707123
10413,0.5370452404022217
